13.6,3.39,18.68,0.65
13.59,3.39,18.69,0.66
13.59,3.39,18.7,0.68
13.58,3.39,18.71,0.71
13.57,3.39,18.72,0.73
13.56,3.39,18.73,0.75
13.55,3.38,18.74,0.78
13.55,3.38,18.76,0.8
13.54,3.38,18.77,0.82
13.53,3.38,18.79,0.85
13.52,3.38,18.8,0.87
13.52,3.39,18.81,0.9
13.51,3.4,18.82,0.92
13.5,3.43,18.84,0.95
13.49,3.46,18.85,0.97
13.48,3.49,18.85,0.99
13.47,3.52,18.86,1.02
13.46,3.57,18.86,1.04
13.45,3.61,18.87,1.06
13.43,3.65,18.86,1.08
13.42,3.69,18.86,1.09
13.41,3.72,18.86,1.11
13.41,3.74,18.86,1.13
13.4,3.76,18.85,1.14
13.39,3.78,18.84,1.15
13.38,3.78,18.84,1.16
13.37,3.78,18.83,1.16
13.36,3.78,18.82,1.17
13.35,3.77,18.81,1.17
13.34,3.77,18.79,1.17
13.33,3.76,18.78,1.16
13.32,3.74,18.76,1.16
13.31,3.71,18.75,1.15
13.31,3.69,18.74,1.15
13.3,3.67,18.73,1.15
13.29,3.65,18.72,1.14
13.29,3.62,18.71,1.14
13.28,3.6,18.7,1.13
13.28,3.57,18.68,1.13
13.28,3.55,18.67,1.12
13.28,3.54,18.66,1.12
13.27,3.52,18.65,1.12
13.27,3.5,18.65,1.12
13.27,3.48,18.64,1.12
13.26,3.47,18.64,1.12
13.26,3.45,18.63,1.12
13.26,3.43,18.63,1.12
13.26,3.42,18.62,1.12
13.26,3.41,18.61,1.11
13.25,3.39,18.61,1.11
13.25,3.37,18.61,1.11
13.25,3.35,18.6,1.11
13.25,3.33,18.6,1.11
13.25,3.31,18.6,1.12
13.24,3.29,18.6,1.13
13.24,3.28,18.61,1.13
13.23,3.26,18.61,1.14
13.23,3.25,18.61,1.14
13.23,3.25,18.61,1.14
13.23,3.24,18.61,1.14
13.23,3.23,18.61,1.15
13.23,3.24,18.61,1.15
13.23,3.23,18.61,1.15
13.23,3.24,18.62,1.15
13.23,3.24,18.62,1.15
13.23,3.26,18.62,1.15
13.21,3.27,18.61,1.14
13.19,3.28,18.61,1.13
13.16,3.29,18.61,1.12
