-44.7,-68.18,11.61,-6.89
-44.78,-68.22,11.69,-6.91
-44.89,-68.25,11.78,-6.95
-45.01,-68.28,11.85,-6.96
-45.14,-68.3,11.92,-6.97
-45.31,-68.3,11.97,-6.98
-45.47,-68.3,12.02,-6.99
-45.64,-68.28,12.07,-7.01
-45.74,-68.27,12.11,-7.02
-45.79,-68.25,12.15,-7.03
-45.81,-68.24,12.17,-7.05
-45.8,-68.22,12.21,-7.07
-45.81,-68.21,12.26,-7.07
-45.87,-68.19,12.34,-7.05
-45.9,-68.17,12.39,-7.08
-45.88,-68.16,12.39,-7.06
-45.85,-68.15,12.39,-7.04
-45.82,-68.13,12.38,-7.01
-45.81,-68.11,12.37,-6.98
-45.82,-68.08,12.35,-6.95
-45.82,-68.05,12.32,-6.93
-45.83,-68.01,12.28,-6.9
-45.85,-67.96,12.25,-6.87
-45.93,-67.91,12.21,-6.84
-46.03,-67.85,12.17,-6.81
-46.12,-67.79,12.13,-6.79
-46.2,-67.74,12.1,-6.76
-46.23,-67.71,12.07,-6.75
-46.27,-67.69,12.04,-6.73
-46.31,-67.68,12.02,-6.72
-46.39,-67.66,12.01,-6.71
-46.5,-67.63,12,-6.71
-46.62,-67.62,12.01,-6.71
-46.74,-67.62,12.02,-6.73
-46.84,-67.62,12.04,-6.74
-46.94,-67.61,12.07,-6.77
-47.02,-67.6,12.12,-6.78
-47.09,-67.56,12.18,-6.8
-47.15,-67.53,12.23,-6.85
-47.19,-67.5,12.28,-6.9
-47.24,-67.46,12.34,-6.96
-47.33,-67.41,12.41,-7.02
-47.41,-67.36,12.47,-7.08
-47.5,-67.31,12.53,-7.16
-47.6,-67.25,12.58,-7.23
-47.7,-67.19,12.63,-7.3
-47.8,-67.13,12.67,-7.36
-47.9,-67.08,12.72,-7.42
-48,-67.04,12.75,-7.47
-48.09,-67.02,12.79,-7.53
-48.2,-66.99,12.82,-7.58
-48.32,-66.97,12.84,-7.62
-48.43,-66.95,12.85,-7.66
-48.55,-66.93,12.85,-7.69
-48.64,-66.92,12.85,-7.71
-48.63,-66.92,12.84,-7.72
-48.64,-66.94,12.83,-7.72
-48.61,-66.94,12.81,-7.73
-48.57,-66.94,12.79,-7.73
-48.54,-66.94,12.76,-7.73
-48.51,-66.95,12.74,-7.72
-48.46,-66.96,12.72,-7.72
-48.43,-66.97,12.7,-7.71
-48.42,-66.98,12.68,-7.71
-48.43,-66.99,12.66,-7.71
-48.44,-67.01,12.65,-7.71
-48.43,-67.02,12.65,-7.72
-48.42,-67.02,12.65,-7.73
-48.42,-67.02,12.65,-7.75
-48.41,-67.03,12.66,-7.79
-48.41,-67.04,12.67,-7.83
-48.43,-67.05,12.69,-7.88
-48.46,-67.04,12.72,-7.92
-48.48,-67.06,12.75,-7.97
-48.42,-67.09,12.79,-8.01
-48.31,-67.14,12.85,-8.07
-48.2,-67.18,12.89,-8.11
-48.09,-67.21,12.92,-8.14
-47.97,-67.22,12.95,-8.17
-47.84,-67.23,12.98,-8.19
-47.72,-67.21,13.01,-8.21
-47.62,-67.19,13.03,-8.22
-47.55,-67.16,13.05,-8.23
-47.51,-67.14,13.08,-8.24
-47.52,-67.12,13.09,-8.24
-47.55,-67.1,13.11,-8.24
-47.58,-67.1,13.14,-8.24
-47.6,-67.11,13.16,-8.24
-47.65,-67.11,13.19,-8.24
-47.71,-67.1,13.23,-8.25
-47.79,-67.09,13.26,-8.26
-47.88,-67.06,13.3,-8.28
-47.99,-67.02,13.35,-8.3
-48.09,-66.99,13.4,-8.33
-48.16,-66.98,13.45,-8.37
-48.19,-66.98,13.51,-8.42
-48.19,-67,13.57,-8.48
-48.21,-67.02,13.64,-8.54
-48.24,-67.03,13.71,-8.6
-48.3,-67.05,13.78,-8.66
-48.34,-67.05,,
-48.4,-67.06,,
-48.48,-67.07,,
-48.53,-67.08,,
-48.56,-67.09,,
-48.59,-67.11,,
-48.59,-67.11,,
-48.62,-67.12,,
-48.64,-67.13,,
-48.65,-67.14,,
-48.65,-67.16,,
-48.66,-67.19,,
-48.65,-67.21,,
-48.66,-67.23,,
-48.66,-67.25,,
-48.63,-67.26,,
-48.59,-67.26,,
-48.53,-67.26,,
-48.43,-67.25,,
-48.35,-67.24,,
-48.27,-67.21,,
-48.21,-67.17,,
-48.11,-67.12,,
-48.01,-67.08,,
-47.81,-67.05,,
-47.57,-67.02,,
-47.38,-67,,
-47.19,-66.94,,
-47.03,-66.89,,
-46.94,-66.84,,
-46.81,-66.82,,
-46.68,-66.82,,
-46.55,-66.83,,
-46.46,-66.83,,
-46.41,-66.82,,
-46.39,-66.81,,
-46.39,-66.8,,
-46.4,-66.79,,
-46.42,-66.78,,
-46.47,-66.77,,
-46.52,-66.74,,
-46.58,-66.71,,
-46.63,-66.67,,
-46.68,-66.64,,
-46.75,-66.64,,
-46.74,-66.64,,
-46.77,-66.65,,
-46.82,-66.66,,
,,,
