-11.87,-71.88,13.28,-21.54
-12.15,-72.68,13.3,-21.4
-12.41,-73.44,13.46,-21.3
-12.61,-74.16,13.68,-21.22
-12.47,-74.86,13.86,-21.2
-12.23,-75.56,14.03,-21.19
-11.95,-76.21,14.18,-21.18
-11.59,-76.85,14.33,-21.2
-10.96,-77.47,14.49,-21.28
-10.48,-78.08,14.63,-21.4
-10.43,-78.65,14.93,-21.54
-10.5,-79.19,15.19,-21.79
-10.84,-79.71,15.29,-22.01
-11.67,-80.2,15.33,-22.24
-12.68,-80.7,15.14,-22.46
-13.66,-81.2,14.92,-22.6
-14.66,-81.69,14.75,-22.7
-15.42,-82.18,14.54,-22.77
-16.1,-82.66,14.34,-22.81
-16.97,-83.1,14.37,-22.93
-17.93,-83.5,14.16,-23.03
-18.74,-83.88,13.94,-23.16
-19.64,-84.23,13.71,-23.31
-21.04,-84.54,13.5,-23.47
-22.95,-84.81,13.29,-23.67
-25.46,-85.16,13.09,-23.85
-26.89,-85.4,12.91,-24.05
-28.36,-85.62,12.7,-24.28
-30.07,-85.79,12.47,-24.51
-31.94,-85.91,12.3,-24.78
-33.6,-86,12.06,-25.04
-35.04,-86.08,11.81,-25.17
-36.99,-86.11,11.62,-25.35
-41.41,-86.4,11.38,-25.49
-49.13,-86.37,11.22,-25.55
-52.78,-86.14,11.08,-25.58
-55.94,-85.88,10.91,-25.57
-58.09,-85.63,10.73,-25.56
-59.05,-85.46,10.53,-25.55
-58.94,-85.37,10.36,-25.55
-58.18,-85.33,10.23,-25.54
-57.05,-85.32,10.12,-25.54
-55.6,-85.35,10.03,-25.52
-54.69,-85.3,9.84,-25.52
-54.67,-85.13,9.8,-25.46
-56.51,-84.89,9.78,-25.39
-57.88,-84.56,9.76,-25.33
-59.57,-84.2,9.75,-25.26
-61.37,-83.84,9.74,-25.2
-63.12,-83.55,9.68,-25.12
-64.91,-83.32,9.71,-25.04
-66.7,-83.17,9.76,-24.95
-68.66,-83.07,9.81,-24.87
-70.7,-82.98,9.85,-24.82
-72.94,-82.91,9.94,-24.72
-75.5,-82.73,9.93,-24.63
-78.17,-82.44,9.88,-24.49
-80.67,-82.11,9.97,-24.33
-83.05,-81.83,10.12,-24.15
-85.47,-81.6,10.28,-23.96
-88,-81.33,10.43,-23.77
-90.68,-81.03,10.57,-23.58
-93.53,-80.7,10.73,-23.39
-96.39,-80.34,10.9,-23.2
-99.08,-79.94,11.08,-23.01
-101.57,-79.62,11.28,-22.81
-103.8,-79.34,11.47,-22.61
-105.51,-78.98,11.65,-22.41
-106.89,-78.56,11.83,-22.21
-108.14,-78.1,12.01,-22.01
-109.39,-77.66,12.18,-21.82
-110.74,-77.26,12.33,-21.63
-112.21,-76.86,12.48,-21.44
-113.72,-76.68,12.63,-21.24
-114.99,-76.5,12.77,-21.07
-115.92,-76.27,12.92,-20.9
-116.73,-76.08,13.05,-20.75
-117.47,-75.94,13.18,-20.6
-118.19,-75.85,13.31,-20.46
-119.14,-75.85,13.43,-20.32
-119.62,-75.79,13.54,-20.19
-119.98,-75.78,13.65,-20.07
-120.25,-75.82,13.75,-19.95
-120.31,-75.84,13.85,-19.84
