-38.59,-73.14,11.46,-14.37
-38.73,-73.05,11.41,-14.33
-38.89,-72.97,11.37,-14.29
-39.16,-72.87,11.32,-14.25
-39.65,-72.72,11.28,-14.21
-40.24,-72.52,11.24,-14.18
-40.78,-72.3,11.2,-14.15
-41.3,-72.09,11.16,-14.11
-41.69,-71.89,11.12,-14.07
-42.01,-71.7,11.09,-14.03
-42.29,-71.54,11.06,-13.99
-42.53,-71.41,11.04,-13.96
-42.72,-71.29,11.01,-13.93
-42.9,-71.17,11,-13.9
-43.1,-71.04,10.98,-13.87
-43.39,-70.91,10.97,-13.84
-43.74,-70.78,10.97,-13.82
-44.12,-70.63,10.97,-13.79
-44.55,-70.46,10.98,-13.78
-44.87,-70.36,10.99,-13.77
-44.92,-70.32,11.01,-13.76
-44.66,-70.35,11.03,-13.75
-44.3,-70.41,11.06,-13.73
-43.91,-70.49,11.08,-13.7
-43.63,-70.52,11.11,-13.68
-43.5,-70.49,11.14,-13.67
-43.5,-70.42,11.16,-13.65
-43.5,-70.33,11.19,-13.63
-43.51,-70.25,11.21,-13.62
-43.5,-70.19,11.23,-13.62
-43.51,-70.12,11.26,-13.61
-43.55,-70.05,11.29,-13.61
-43.67,-69.96,11.32,-13.61
-43.86,-69.84,11.35,-13.6
-44.1,-69.7,11.38,-13.6
-44.39,-69.53,11.42,-13.6
-44.72,-69.34,11.45,-13.6
-45.07,-69.15,11.47,-13.59
-45.25,-69.02,11.5,-13.59
-45.15,-68.98,11.52,-13.58
-44.82,-69.04,11.55,-13.58
-44.53,-69.1,11.57,-13.58
-44.36,-69.12,11.59,-13.59
-44.28,-69.1,11.6,-13.6
-44.23,-69.05,11.6,-13.61
-44.15,-69,11.61,-13.62
-44.1,-68.96,11.61,-13.63
-44.09,-68.89,11.61,-13.63
-44.17,-68.79,11.6,-13.63
-44.24,-68.68,11.59,-13.64
-44.28,-68.56,11.58,-13.64
-44.28,-68.45,11.56,-13.64
-44.3,-68.34,11.54,-13.64
-44.35,-68.22,11.51,-13.64
-44.4,-68.09,11.48,-13.64
-44.46,-67.97,11.45,-13.63
-44.55,-67.84,11.42,-13.63
-44.64,-67.73,11.38,-13.63
-44.72,-67.63,11.35,-13.62
-44.82,-67.53,11.32,-13.62
-44.94,-67.43,11.29,-13.61
-45.06,-67.34,11.26,-13.6
-45.14,-67.26,11.23,-13.59
-45.2,-67.19,11.2,-13.59
-45.24,-67.13,11.17,-13.59
-45.28,-67.05,11.14,-13.58
-45.34,-66.96,11.12,-13.57
-45.4,-66.86,11.09,-13.57
-45.45,-66.75,11.07,-13.57
-45.47,-66.66,11.05,-13.56
